,title,text,book_title
667,"Winesburg, Ohio: Novel Summary: A Man of Ideas","Summary
	Joe Welling, an agent for the Standard Oil company, lives in Winesburg with his mother. He has a tendency to get big ideas about things in his head and then he tells people about them enthusiastically. He falls in love with Sarah King, a young woman with a dangerous brother and father. However, when they come to threaten him, Joe starts telling them about how all the fruits and vegetables in the world could be re-engineered using grasses if all the usual foods people eat were wiped out. They get swept along by the torrent of his words, like everyone else always is, and forget all about threatening him.
	Analysis
	This story demonstrates that all the grotesques do not have to be sad or frightening. Joe is rather amusing, perhaps even endearing. Nonetheless, he is a grotesque, because he has an exaggerated interest in certain ideas, a tendency that gives him tunnel vision and limits him.
","Winesburg, Ohio"
668,"Winesburg, Ohio: Novel Summary: Adventure","Summary
	Twenty-seven-year-old Alice Hindman has lived in Winesburg all her life. She works as a clerk in the dry goods store. When she was a young woman of sixteen, she had a romance with Ned Currie. Just before he went away to the city to make his career, they had sexual relations. When he first got to the city, Ned wrote to Alice regularly, but eventually he forgot about her. For a long time, Alice waited for him. Even when she acknowledged he was not coming, she could not give herself to another man. Now, realizing that she is becoming a hermit, and desperately needing love, Alice tries to reach out to people, but she becomes restless. One night, she runs out in the rain naked as an attempt to feel alive. She accosts an old, deaf man on the sidewalk, but then she is appalled with what she has done and crawls home.
	Analysis
	Like Elizabeth Willard, Alice is limited both by her too-firm adherence to a belief and by her relationship with a man. Women are doomed to tie themselves to a man in order to try to find a connection with someone, but that is ultimately disappointing and makes them depressing grotesques.
","Winesburg, Ohio"
669,"Winesburg, Ohio: Novel Summary: An Awakening","Summary
	George often goes to see Belle Carpenter, a young milliner who lives with her father Henry, a bookkeeper in the local bank. Belle is in love with the bartender Ed Handby, even though they have only spent one evening in each other's company. Belle walks in the evenings with George as an outlet for her passion for the other man. She even allows George to kiss her.
	One night in January, George goes out for a walk and has an epiphany. He realizes that all people are connected through laws and a supreme order. He himself, he believes, must become more a part of that great connection. He finds himself moved by powerful words that he utters: ""death,. night, the sea, fear, loveliness"" (185). He goes to find Belle to tell her about his thoughts, but she just wants to make Ed jealous. When they go to a secluded spot to embrace, Ed shows up and tosses George aside. He does not want to beat George up; he just wants him out of the way. He does this three times, as George tries to charge the older man again and again. Then, Ed leaves with Belle and George is left with no more grand thoughts.
	Analysis
	George thinks that all men are connected by the ideas expressed by some brave words. But, the fact is, that there is no great order in which he is important. To Belle and Ed, he is just a nuisance. They are not bound together by great ideas. The other two people are in love, and George is meaningless to them. Because he is immature, George has not come to be obsessed by one idea or another, which means he is not yet a grotesque. But, as he flounders and tries to find a truth to attach himself to, he is absurd in his desire to grow up by adhering to one truth or another. This means there is not much hope for people, who either mature and become grotesques as their search for meaning hardens into belief in a set of ideas or are perpetually immature, like Enoch.
","Winesburg, Ohio"
670,"Winesburg, Ohio: Novel Summary: Death","Summary
	Elizabeth Willard often visited Doctor Reefy in her middle age. Together, they would discuss their lives and people in town. They became friends and almost became lovers. She told him about her life and when she spoke, she seemed like a younger woman, not the old, worn out woman she had become. When she tried to communicate how she had longed for love, he embraced her. Just then, they were interrupted by footsteps and she ran out of Doctor Reefy's office. Elizabeth explained to her friend that she had had several lovers before marrying Tom Willard, and she had married him because he was available when she was ready to be married. Her father tried to convince her not to marry Tom, but to take $800 he had saved and flee. When she decided to marry Tom anyway, he gave her the money and encouraged her never to tell Tom about it. Very quickly, her marriage was a disappointment. She hid the money behind her wall and left it there for many years. She died before she could tell her son George, who is eighteen years old, about the money. After his mother's death, George decided he would leave Winesburg and get a job on a city newspaper somewhere. As he sat in the room with his mother's corpse, he also imagined himself kissing Helen White, but then he felt ashamed of his thoughts and began to cry. He left the room sobbing and full of grief.
	Analysis
	In this text, people are caged by their lives and their beliefs. Death and passion both represent a type of escape or release from the unhappiness of everyday life. Elizabeth held onto the money, hoping for ""the release that after all came to her but twice in her life, in the moments when her lovers Death and Doctor Reefy held her in their arms"" (236). The passions of sexual desire or of death are both promises of release from the strictures that keep people from connecting with one another. 
	Caught up in the release that comes with passion of any kind, three men call Elizabeth ""You dear! You lovely dear!"" (231), but they cannot provide her with a permanent release because they do not fully understand her and only express this appreciation in moments of passion. Once the passion is over, the connection between the two people fades and the people are left with the cages of everyday life.
","Winesburg, Ohio"
671,"Winesburg, Ohio: Novel Summary: Departure","Summary
	George Willard leaves Winesburg to go make his way in the big city. Several people see him off at the station, but Helen White is too late to wish him farewell. He thinks of mundane things as he waits for the train to pull out of the station. The conductor, who has seen many young men starting off on this journey, says nothing to George about what an important day this is.
	Analysis
	This is a rather hopeful ending for a text that has not been terribly optimistic. George is off to make his fortune in the world, but he can only do so alone, by saying goodbye to all his human connections. He is impatient with the people there to see him off, because this is his adventure, not theirs. In the final moment, he is a metaphor for everyone's lives; we are all alone on the train of existence, and any connection we make with others is destined to be fleeting.
","Winesburg, Ohio"
672,"Winesburg, Ohio: Novel Summary: Drink","Summary
	Tom Foster moved to Winesburg with his grandmother as a teenager. She cleans Banker White's house. Tom used to be the stable boy at the Whites' house, but because he is rather dreamy and irresponsible, he lost that position. Now, he does odd jobs and is quite happy. His grandmother comes regularly to clean his rented rooms, and he has a rather oddly disciplined approach to life experiences. He wants to do things, but he chooses specific experiences and then goes out and intentionally lives them. For example, having fallen in love with Helen White, he limits what he allows himself to think about her. One night, he decides he ought to try drinking to see what it feels like. He buys a bottle of whiskey and walks about a mile north of town, where he sits on a bank of grass and gets drunk. In his drunkenness, he goes and talks to George Willard about Helen. George is upset at first, but then they cement a bond between them. Tom decides that, now that he has been drunk, he will not need to try it again.
	Analysis
	Just as those who are overly severe or overly excited are grotesques, Tom is a grotesque because he is overly dreamy and sensitive. None of the characters in this text have a balance of characteristics; instead, they are all defined by one exaggerated belief or characteristic. Tom may be pleasant to be around, but his overly sensitive nature is no more practical in the real world than Ed Handby's violence or Seth Richmond's silence.
","Winesburg, Ohio"
673,"Winesburg, Ohio: Novel Summary: Godliness I - VI","Godliness I
	This is the first in a four-part story. Jesse Bentley was born sensitive in a family of rough farmers. He went off to study for the ministry and married an equally delicate woman. When all his four older brothers died in the Civil War, he came home to run the farm. Although he was sensitive, there was a strength that ran through him and made him survive a rougher life. He made a success of running the farm, even though no one expected him to be able to do so. Because he was intellectual in an age that did not lend itself to intellectual pursuits, he channeled that energy into a fervent belief in God. In doing so, he became something of a tyrant, feared by his employees. He believed that he had been specially chosen by God, and that all the people in the area were Philistines. He also believed that he needed a son to smite them. His wife died in childbirth.
	Godliness II
	Jesse did not have a son. His daughter, Louise, grew up to be a shrill and unhappy woman. She married a banker, John Hardy, and went to live in town. She has a son, David, who is timid and frightened much of the time because his mother is so erratic. Once, returning from his grandfather's farm, he runs away from home. When he returns, he is pleasantly surprised to find his mother is tender for the evening.
	David goes to live with his grandfather. He is happy on the farm, and everyone dotes on him. Once, his grandfather becomes possessed of the spirit of God while out in the wilderness with David, but this just terrifies the young boy. Other than this frightening event, however, the farm feels comfortable to him. One of his great-aunts mothers him, and he gets love he never felt at home.
	Godliness III: Surrender
	Louise grew up in a loveless household, as her father had always wanted a boy and her mother had died. As a teenager, she went to live in town to attend school. She lived in the Hardy household. The two Hardy girls hated her because she was such a good student, which was awful for her because all she wanted was love. When she reached out to their brother, John, he misunderstood and thought she wanted to become his lover. She mistakenly thought she was pregnant, and they ended up married. Because John could never understand the emptiness and need for love that drove her to him, Louise turned into a bitter woman. She neglects her son, David.
	Godliness IV: Terror
	The last part of the story returns to the story of Jesse, who meets with great financial success on his farming ventures. He decides to take his fifteen-year-old grandson, David, out into the woods to help him sacrifice a lamb. But he does not tell David what his plan is, and David becomes terrified when his grandfather approaches him and the lamb with a large knife. David runs away. When Jesse pursues him, David hits him with a stone from a slingshot. Thinking he has killed his grandfather, he flees Winesburg for good. Jesse's ambition is chastened by the loss of his beloved grandson.
	Analysis
	In the Bible, David slays Goliath the giant with a slingshot. That image is reproduced here. Jesse believes he is a man with a special connection to God, but he is actually a tyrant who needs to be slain. He believes so strongly in one truth, that he is a man chosen by God and surrounded by Philistines, that he has become warped into a grotesque. His single-minded pursuit of godliness through hard work killed his wife and turned his daughter into a miserable woman. Because he believes his grandson is part of his godliness, he makes David's life wonderful. Eventually, however, his belief goes too far and he destroys even that relationship. The truth he has embraced has destroyed every chance he had for human connectedness.
","Winesburg, Ohio"
674,"Winesburg, Ohio: Novel Summary: Hands","Summary
	Wing Biddlebaum, a forty-year-old man, lives on the outskirts of Winesburg and has little involvement in the community in which he has lived for twenty years. Wing is the kind of man who talks a lot with his hands. He has ""slender expressive fingers, forever active,"" and his natural tendency is to gesticulate a lot as he speaks. His story is ""a story of hands."" When he was younger, he was a gifted schoolteacher in Pennsylvania, much loved by the boys at his school. Wing's name was then Adolph Myers. However, a disturbed, half-witted boy said that Myers molested him. Since he did have a tendency to touch students in an affectionate way, people believed this boy. A man from the town named Henry Bradford came to the school and beat Myers up. Then in the night, a dozen men came to Myers's door with a rope in their hands, intending to lynch him, but he managed to escape. He moved to Winesburg and made up a new name. Now, he is afraid of letting his hands do whatever they like, so he tries to keep them contained. His only friend is the young reporter, George Willard, who sometimes comes to talk to him.
	Analysis
	Wing is a grotesque because he has constrained his hands, instruments of affection and gentleness, with the truth that a man should not lay hands on another. He has been warped by his efforts to keep himself confined within that truth.
","Winesburg, Ohio"
675,"Winesburg, Ohio: Novel Summary: Loneliness","Summary
	Enoch Robinson is a childish man who seems crazy. He grew up on a farm near Winesburg, and he used to want to be an artist. When he was twenty-one he went to live in New York City, where he remained for fifteen years. There, he made friends who were artists, and they came to visit him in his little rented room. They talked of the composition of his pictures, but he felt they did not understand the art. Then, he stopped letting them come visit and instead invented people to keep him company in his room, people he could better control. Eventually, he married an art student, but that, too did not work out because of his egotism. He wanted people who exactly suited his needs, rather than real people, so he left his wife and two children, returned to his room, and continued imagining people. Finally, a young woman started visiting him again, and he tried to make her understand about his people, but she realized he was crazy and ran away. He ran after her and tried to explain, but he ended up swearing at her, instead. When she left, she took all the life and imagined people out of his room. He returned to Winesburg to live out his life alone and defeated.
	Analysis
	The big city, with all its promise, could not give Enoch Robinson what he wanted. It is a lonely place, where he fails to establish connections with people. Instead, he populates his own village within the city. This does not make him an artist; it makes him immature because he cannot interact with other people. While people go away to the city to find something bigger or better than they can get in Winesburg, they are left with shattered dreams when they fail to make a connection with others.
","Winesburg, Ohio"
676,"Winesburg, Ohio: Novel Summary: Mother","Summary
	Elizabeth Willard owns the Winesburg hotel, which she inherited from her parents. Her husband, Tom, runs the shabby, unnprofitable hotel and behaves as though he is a very important man. He has a dream that one day he will become a Congressman or even governor. Elizabeth, on the other hand, has faded away and does not like to be seen by people. She feels defeated by life. However, she believes she has a special relationship with her son George, who sometimes comes to sit in her room with her when she is sick. But, they are just awkward with each other. One time, she hears her husband admonishing her son to be bold, and she wants desperately to communicate with George that he should not be too slick but should instead harbor dreams. Unfortunately, she is unable to communicate this to George.
	Analysis
	Elizabeth has big dreams that her son, George, will live the dreams she did not live. She wants him to be able to grope and find a way of expressing himself truly, rather than living a life of surface and convention. However, she is unable to express this to George because their awkwardness intervenes. Instead, she lives caged in her own unfulfilled dreams.
","Winesburg, Ohio"
677,"Winesburg, Ohio: Novel Summary: Paper Pills","Summary
	Doctor Reefy, an old man with a white beard, once had a wife, but she died young. Now he lives alone and has become eccentric; he has worn one suit of clothes for ten years, which is now frayed at the sleeves and has holes at the knees and elbows. He has only one friend in the town, another old man.
	Doctor Reefy met his wife when she was a patient. A lover had made her pregnant, but she lost the child. She and the doctor fell in love even though she was younger than he, and he showed her how sweet gnarled apples can be. He shared with her the thoughts that he wrote down on little pieces of paper. Now that she is gone, he has no one to share the thoughts with. They sit in his pockets till they become little balls of paper, then he throws them away.
	Analysis
	Deprived of his attempt to connect with another person, the doctor spends his life creating truths that are then transformed into hard little balls. Truths are not magnificent, high-flown ideas once they are written down, because they then become mere scraps of paper. Truth is only beautiful when lived, which is what the doctor did with his wife. Without the human connection, they are meaningless.
","Winesburg, Ohio"
678,"Winesburg, Ohio: Novel Summary: Queer","Summary
	Elmer Cowley is the son of Ebenezer Cowley, a farmer who sold his farm a year ago and became a storekeeper. Ebenezer is not much of a merchant, as he just buys up a jumble of things that cannot really be sold. One time, Elmer threatens a merchant who tries to sell them an item they will never be able to sell again. He is bitter that his family is so odd and he thinks that everyone in the town laughs at them because of it. He takes a walk and tries to talk to a simple-minded man who remained on the Cowley farm, but he is unable to communicate his frustration. When he sees George Willard happen to look at him, Elmer flies into a rage, thinking the reporter is considering how odd the Cowleys are. Yet, when he confronts George, he cannot find words to tell him how he feels and just sputters with anger. He steals $20 from his father to take the local train to the city, where he plans to join the anonymous rush of people. He wakes up George and tells him to come down to the station, intending to tell the young man that he is not strange. Again, words fail him, and he gives George the $20 to return to his father and then beats up George before jumping on the train.
	Analysis
	Elmer believes that ""George Willard. belonged to the town, typified the town, represented in his person the spirit of the town.. Did he not represent public opinion and had not the public opinion of Winesburg condemned the Cowleys to queerness?"" (195). George is again thought to represent the town because he is the reporter, collecting the stories of everyone in town. For Elmer, making himself understood to George would vindicate him in the eyes of the town. He wants to be considered normal, to blend into a crowd, which is why he is going to the big city, where he expects to disappear into anonymity. However, even in the big city, there is loneliness. Elmer is lonely in a small town because he stands out, but Enoch was lonely in a big city where he blended in.
	The characters hope that moving from one place to another will give them a chance to make a meaningful connection with another person. This is why trains are so prominent in this book. Travel is a modern condition, in which people can leave small towns or cities easily. However, they cannot flee the essential human condition of loneliness, which just takes different forms in different settings.
","Winesburg, Ohio"
679,"Winesburg, Ohio: Novel Summary: Respectability, The Thinker & Tandy","Respectability
	Wash Williams is a huge, dirty, misshapen man who looks something like an ugly monkey. He has no friends and he hates women. Only George Willard knows his story. Wash had a beautiful wife who he loved in his own lovely youth, when he worked in the telegraph office in Columbus, Ohio. Then, he found out she had lovers and sent her back to her mother's house. When her mother asked Wash to come see his wife in Dayton, he would have taken her back if her mother had not devised a plan that horrified him and destroyed his belief in women. She sent Wash's wife into the room naked, hoping that would make him take her back. Wash was shocked and attacked his wife's mother with a chair. Now he despises all women and pities all men. This event also made the telegraph operator much less effective in his job, and he was transferred to Winesburg.
	The Thinker
	Seth Richmond is a young man with a rather forbidding kind of demeanor. He is so quiet that people think he is a deep thinker and are intimidated by him. Actually, he is just a manipulative person who does not have much to say. Even his mother is frightened by him. Once, he ran away with some other youths to the county fair and spent a few days stealing farmers' lunches and having fun. Upon his return, he manipulated his mother so she did not admonish him. When George Willard decides to be in love with Helen White, he asks Seth to speak to her on his behalf, since Seth knows Helen better than he does. Seth is irritated by this request and leaves abruptly. He thinks George is a fool. Seth wanders the streets for a while, feeling depressed because he does not feel part of the life of his own town. Eventually, he reaches the Whites' house. Helen answers the door and he invites her for a walk. He tells her that he is going away to Columbus and talks about his plans to get into the university there. He says nothing about George. Helen is impressed by Seth's determination. There is affection between them but neither knows how to express it. After they part, Seth thinks that Helen will end up with someone like George rather than with him.
	Tandy
	This brief story tells of how a girl named Tandy acquired her name. When Tandy was a little girl, her family did not pay much attention to her. One day, a drunken stranger told her that her name should be Tandy and that she could then be all that men want from a woman. After that, the little girl insisted on being called Tandy. The drunken man left Winesburg with nothing to show for his attempts to get sober.
	Analysis
	All three of these stories focus on the difficulty of relations between men and women. Men and women simply cannot communicate with one another. Wash adored his wife, but they had secrets and the relationship clearly was not based on open communication. His mother-in-law misunderstood and thought that the relationship was simply sexual, and so she disgusted him. A relationship that he hoped would be a sustaining and fulfilling one turned out to be just a base, physical relationship, and so he is disgusted by all relationships. So, too, does Seth Richmond have communication problems. Everyone assumes that he is deep because of his silence, but ""no great underlying purpose lay back of his habitual silence, and he had no definite plan for his life"" (127). He is simply blustering, and so the moment of connection with Helen White is empty of honest communication. His mother's fear of him is also based on her misunderstanding his silence.
	Tandy's story should be a moving one, because a stranger has given her a strong identity. Actually, his strong desire for women to fulfill his needs has led him to place his own desires upon her, whether she is really that person or not. Tandy, he explains, is a quality: ""something men need from women and that they do not get"" (141). Of course, she is just a little child, and he is projecting his needs upon her. This creates a great deal of stress for the child, who now feels she needs to live up to being Tandy.
	These stories also reflect the city/small town divide. Wash had lived in the city with his young wife, and that is where everything went wrong. He has been sent to this small town because he is not fit to be a big city telegraph operator. Seth claims he is going to leave the town and go to the city. George Willard, he thinks ""belongs to this town"" but he himself does not because he is too silent (131). The town is provincial, where people know each other, George gathers up their stories, and people chat with each other. The town also has limited opportunity, which is why Seth claims to be leaving and why Wash was sent there. Young men who want to get ahead, like Ned Currie, go to the city, but then they lose their connection with people that they have in the town. Perhaps this is why Seth is so ambivalent about going away from the town. What he really wants is to be someone in the small town who is important enough to be leaving for the city.
","Winesburg, Ohio"
680,"Winesburg, Ohio: Novel Summary: Sophistication","Summary
	George Willard is thinking of Helen White on the day of the county fair, and she is thinking of George, even though she is stuck with a college instructor of hers who has come to town for the day. In the evening, her mother insinuates that this instructor would be a good match for Helen and keeps the two talking on the porch. Helen leaves the house and runs into George on his way to visit her. They go off together to the fairgrounds and spend some time together. They embrace a little and talk a little. Then, they play around like two small animals. After they goof around, they feel satisfied and ready to be adults.
	Analysis
	This is one of the few moments in the text where two people connect in an authentic way. The connection, like all others, is fleeting, because people are meant to spend their adult lives caught up in the truths they construct around themselves. But, for a moment, these two people are connected. It is a lovely moment, not meant to last but appreciated because they both need it at that point in their lives. Connection, then, is not so much about permanent relationships, such as marriage or parenthood, but about getting the right moment of interaction at the right time.
","Winesburg, Ohio"
681,"Winesburg, Ohio: Novel Summary: The Book of the Grotesque","Summary
	An old writer has a bed that his carpenter raised up so the writer can see out the window. Unfortunately, it is now difficult for him to get in and out of the bed. From this bed, he dreams ""a dream that was not a dream"" (5) in which all the people has had ever known pass before his eyes. These figures are grotesques. From this parade of figures, he creates the stories in this book.
	Analysis
	It is important to note the definition of ""grotesques"" that he provides in this early section. Men create ""truths"" about the world: ""There was the truth of virginity and the truth of passion, the truth of wealth and of poverty, of thrift and of profligacy, of carelessness and abandon."" These truths are beautiful in themselves, but when a person takes them for himself, they become limited and limiting. A truth is beautiful because there are other truths that are its opposite, but when it is instead a rigid principle to which a person adheres, it can deform the person who keeps trying to fit into it. ""It was his notion that the moment one of the people took one of the truths to himself, called it his truth, and tried to live his life by it, he became a grotesque and the truth he embraced became a falsehood"" (6). Winesburg, Ohio, is about people who have treated truths as guiding principles of life instead of beautiful, fluid possibilities and are hence deformed by their truths.
","Winesburg, Ohio"
682,"Winesburg, Ohio: Novel Summary: The Philosopher & Nobody Knows","The Philosopher
	Doctor Parcival is one of the town's three doctors, but he has very few patients. Nonetheless, he is financially comfortable. He likes to visit George Willard at the offices of the Winesburg Eagle to tell the young man about his ideas. He tells stories about his past life, but many times they are contradictory, so George does not know what to believe. He also tries to instruct George to distrust and dislike all other people. When he refuses to come attend to a dead girl, Doctor Parcival thinks the people will lynch him. He tells George that, if he is killed, George should write his book for him: ""The idea is very simple, so simple that if you are not careful you will forget it. It is this-that everyone in the world is Christ and they are all crucified"" (42).
	Nobody Knows
	George Willard meets Louise Trunnion at her urging and the two of them have a liaison in the night. At first, she plays coy and asks how he knows she even wants to go with him, which annoys George, as she sent a note inviting him. The note said, ""I'm yours if you want me."" George is not particularly interested in Louise, but he takes the opportunity that presents itself to him. He walks away from their encounter in a field reassuring himself that no one will know about their sexual contact and so she will not be able to accuse him of anything.
	Analysis
	All of the people in this book are stuck on some idea or another that limits their ability to function within the world. Doctor Parcival's idea is that cruelty makes some people superior to others and that everyone is persecuted. Like the others in the book, he feels the need to share his thoughts with George. People like to unburden themselves to George because he is a good listener, which is probably why he is a good reporter.
	The lonely characters in this book find that George is a person they can connect to in one way or another. Louise, too, turns to George for some kind of human connection, albeit a physical one. All people are lonely, isolated by their ""truths,"" and yet they keep hoping to connect to one another. George, who is still young and has not become a grotesque, provides that opportunity.
","Winesburg, Ohio"
683,"Winesburg, Ohio: Novel Summary: The Strength of God & The Teacher","The Strength of God
	Reverend Curtis Hartman, the minister of Winesburg's Presbyterian Church, regularly prays to be more fervent and more religious. One night, he looks out the window of his study in the bell tower of the church and sees in a room in a neighboring house the bare shoulders of a woman reading a book and smoking. He has had limited experience with women, and he is both shocked and attracted. He then enters into a many month period of struggle with his own desire to watch this woman, whose name is Kate Swift, read and smoke. Sometimes, he resists; sometimes, he cannot help peeking. Finally, he gives in to temptation and sits by the window, waiting for her to arrive. He breaks the glass of his window so he can see her and sits by the window in a storm. When she finally does arrive, she is weeping and then prays naked. Hartman stumbles out of the church and into the street. He feels he has been delivered from his temptation and that Kate Swift is an agent of God. He informs George Willard that he has been delivered by the body of a woman.
	The Teacher
	Much of this story takes place on the same night that the Reverend Hartman sees Kate Swift naked and praying. Kate lives with her mother, Aunt Elizabeth, in Winesburg. She has traveled and lived in cities, but then she returned to be the schoolteacher. She seems stern and forbidding, except when her passion for life overtakes her and she becomes a vibrant teacher. She is actually quite passionate. George Willard was her student, and she thought she recognized something of a genius in him. She has spoken with him several times in hopes of communicating to him all her dreams for him to become a true writer. On this stormy night, her passion for imparting this knowledge gets confused with sexual passion, and they embrace. She runs out, frustrated that he will not understand her. Shortly thereafter, Reverend Hartman, not knowing what has transpired between Kate and George that evening, comes into George's office and tells him that Kate Swift is an instrument of God.
	Analysis
	Kate Swift is incredibly passionate. But, there is little outlet for a fervent, intelligent woman in a small town in the early twentieth century. She cannot become the writers about whom she teaches, so she tries to impart her passion for life, beauty, and truth to George Willard. But, like all communication in this text, it gets garbled by the human facts of loneliness and desire. She is so overtaken by her desire to be a part of art that she is a grotesque -- caught in her loneliness.
	The men in these two stories misunderstand her. They, too, want something. The minister wants God to be within him, and George is a young man with sexual passions. They place their desires on her and use her for them, turning her into a receptacle for their own needs. This is much like the drunken man who makes Tandy a receptacle for his own desires.
","Winesburg, Ohio"
684,"Winesburg, Ohio: Novel Summary: The Untold Lie","Summary
	Ray Pearson, an older farmhand, is a quiet man. He is married to a shrewish woman whom he had to marry after he got her pregnant many years ago. They have six children. His colleague, Hal Winters, is a young, boisterous man who has gotten his girlfriend pregnant. One day in October, when they are working together in a field, Hal asks Ray what he ought to do. Ray does not answer. He cannot bring himself to say what he knows he should say. Later, after returning to his shrewish wife, Ray wants to help the other man avoid his fate. He runs after Hal, intending to tell the young man not to get tied down in a marriage. When he catches up with Hal, he cannot say what he came to say. Hal laughs, knowing what Ray was going to say, and tells him that he wants to marry Nell and have a family. Nell has not asked him to marry her, but he is ready to be married. As he walks home, Ray has a pleasant memory of evenings spent with his children, and he realizes that whatever he had planned to tell Hal would have been a lie.
	Analysis
	After telling the interesting tale of how Hal's father, Windpeter, died, Anderson writes: ""But this is not the story of Windpeter Winters nor yet of his son Hal"" but ""It will. be necessary to talk a little of young Hal so that you will get into the spirit of it"" (204). This is one of several instances in which he tells a bit of a side story and then says that he is not telling that person's story. Anderson is drawing attention to the storyteller. This is a collection of stories about a collection of people, but there are many other stories out there that could be told. These stories may illustrate a particular set of circumstances, but other stories will illustrate other ideas or circumstances. Unlike many novels that pretend to be complete contained worlds, Anderson is drawing the reader's attention to the fact that any story could be a different story if that were what the storyteller chose to focus upon.
","Winesburg, Ohio"
685,The Inferno: Novel Summary,"Summary
In the middle of the journey of his life, Dante comes to himself again and realizes he is lost in a dark, savage, threatening forest deep in a valley. He tries all night to find a way out; when he comes to the foot of a high hill and sees the rising sun shining on it, he feels hope and starts to climb. But his way is blocked by three beasts. He thinks he's going to get past the leopard that comes first, but the lion is more fearsome, and the she-wolf drives him back, despairing, to the dark wood. He then sees a human shape and calls out for help. It is the shade of Virgil, the great Roman poet of the time of the emperor Augustus, from whom he as a poet has learned so much, and Dante begs him for help against the she-wolf. Virgil tells him that the she-wolf is too fierce to get by, that she is ravaging all of Italy, and will do so until the person comes who can chase her back to Hell. But Virgil promises to get him out of the dark wood, not by taking him past the beasts, but by leading him through Hell. Once he has seen those who suffer in Hell, Virgil will lead him up the mountain of Purgatory, where souls become ready for eternal bliss, and then someone else will take over and lead him up to Heaven. Virgil can't go there because, living before Christianity had spread, he was not a Christian. Dante accepts Virgil's guidance joyfully, and they set out.
	Analysis
	Dante called his epic poem his Commedia, his comedy, because it had a happy ending and used ordinary language; others soon started calling it The Divine Comedy, and many consider it the greatest poem ever written. Never before had any poet written an epic poem about the poet's own life; epics had always been about heroes, who spent most of their time fighting. Dante writes about a turning point in his own journey, a midlife crisis. He writes about it in the form of an allegory, in which all the inner drama takes on outer form; thus his turmoil and misery are pictured as the state of being lost in a dark forest. So we can say that on the literal level, the Inferno is the story of a man who, with a wise guide, is able to travel down through the pit of Hell step by step, seeing at each level the tortures of the damned, and finally emerging on the other side of the earth to begin an upward climb. (If you share the common notion that people thought the earth was flat before Columbus, put it aside. Anyone with any education knew the earth was round. Even the most learned in the Middle Ages, however, did believe that it was the center of the universe, around which everything else revolved.) On the allegorical level, it is the story of a man who feels completely lost, but with the help of all his own inner wisdom and learning, and the help of divine grace, is able, step by step, to see clearly all those tendencies in himself that are keeping him lost, and so gain the resolution to begin real growth. But the poem is never only about Dante's own inner life. For one thing, there is never just one meaning to Dante's allegory-he said himself that the poem should be read on four levels, as the Bible was read at the time. And Dante cared passionately about the political corruption and turmoil he saw around him; in Hell he's seeing what's behind the troubles of his world. As with every great work, it's also true that scholars often have different interpretations. Inevitably, then, the analyses that follow are just hints, touching a few aspects of the rich meaning of this first part of Dante's great poem. The first eight cantos and a few of the later ones are summarized and discussed somewhat more fully, to orient the reader, but even there, the coverage is skimpy. For more, two good starting places are The Divine Comedy 1: Hell (Penguin, 1949), translated by Dorothy Sayers, and The Inferno of Dante: A New Verse Translation (Farrar, Straus, 1994), by Robert Pinsky, who was Poet Laureate of the United States, 1997-2000. Both have helpful introductions and notes. The Pinsky translation has the original Italian on the facing pages, and the Sayers translation has excellent historical background.
	The drives that threaten to keep Dante-like so many others!-trapped in misery are pictured in the three beasts, sometimes interpreted as embodying Lust, Anger, and Greed. (As for the promised savior, Dante seems to have left his identity deliberately vague.) The Dante of the poem cannot overcome the beasts directly; he must be led by Virgil, a guide who embodies all the wisdom human reason can reach, and especially all the wisdom Dante has learned from the great writers of Greece and Rome. Following that guide, he must see clearly the misery caused by being stuck in attempting to be happy by giving in to lust and anger and greed and other such drives, ignoring the damage done to oneself and others. That misery is revealed in the form of the suffering of those who inhabit the levels of Hell, pictured as a great pit extending down to the center of the earth. Each level reveals the essence of a different kind of sin. The story of Dante's journey down through all those levels is told in the Inferno. After that journey, Dante will be ready, again with Virgil as guide, to understand the joy of growth, of burning away all that comes between him and real happiness, and that is the story of the second part of Dante's Divine Comedy, the Purgatorio. But Virgil cannot guide him to Heaven. Dante accepted the teaching of the Christian Church of his day that only Christ had revealed and opened the way to the love and forgiveness offered by God. The story of Dante's journey up through Heaven to a taste of the joy of feeling his own will one with ""the love that moves the sun and the other stars"" (the last line of the whole poem) is told in the Paradiso, the third part of the Divine Comedy.
 ",The Inferno
